hgnc	status	subcellular_location
WRAP73	Approved	Nucleoplasm
CHD5	Approved	Cytosol
QSOX1	Approved	Vesicles
STXBP3	Approved	Cytosol
STXBP3	Approved	Nucleoplasm
KCNC4	Approved	Cytosol
EDEM3	Approved	Endoplasmic reticulum
WDR77	Approved	Golgi apparatus
ATP5F1	Approved	Nucleoplasm
RNF19B	Approved	Cytosol
TRIM62	Approved	Focal adhesion sites
TRIM62	Approved	Vesicles
ASH1L	Approved	Golgi apparatus
LAMTOR2	Approved	Nucleoplasm
LAMTOR2	Approved	Vesicles
SRM	Approved	Cytosol
SRM	Approved	Nucleoplasm
FBXO2	Approved	Cytosol
FBXO2	Approved	Nucleoplasm
C1orf21	Approved	Cytosol
C1orf21	Approved	Nucleoplasm
SWT1	Approved	Cytosol
DNAJC6	Approved	Cytosol
DNAJC6	Approved	Nucleoplasm
DNAJC6	Approved	Plasma membrane
LEPR	Approved	Vesicles
KIAA2013	Approved	Cytosol
KIAA2013	Approved	Golgi apparatus
MIIP	Approved	Cytosol
MIIP	Approved	Nucleoplasm
SMG7	Approved	Intermediate filaments
PRDM2	Approved	Golgi apparatus
RGS2	Approved	Cytosol
TROVE2	Approved	Cytosol
TROVE2	Approved	Nucleoplasm
UCHL5	Approved	Mitochondria
UCHL5	Approved	Nucleoplasm
BCAS2	Approved	Centrosome
BCAS2	Approved	Nuclear speckles
PHTF1	Approved	Nuclear bodies
PHTF1	Approved	Nucleoli
MAP7D1	Approved	Cytosol
MAP7D1	Approved	Microtubules
WARS2	Approved	Plasma membrane
OSCP1	Approved	Nucleoli
OSCP1	Approved	Nucleus
OSCP1	Approved	Plasma membrane
C1orf109	Approved	Cytosol
C1orf109	Approved	Nucleus
LGALS8	Approved	Plasma membrane
HPCAL4	Approved	Cytosol
SIPA1L2	Approved	Golgi apparatus
SIPA1L2	Approved	Nuclear bodies
SIPA1L2	Approved	Nuclear membrane
RLF	Approved	Nucleus
ZNF684	Approved	Cytosol
ZNF684	Approved	Nucleus
RIMS3	Approved	Mitochondria
RIMS3	Approved	Nucleoli
ETV3	Approved	Nucleus
ST6GALNAC5	Approved	Vesicles
CD48	Approved	Cytosol
CD48	Approved	Nucleoli fibrillar center
ADGRL2	Approved	Cell Junctions
ADGRL2	Approved	Plasma membrane
UAP1	Approved	Nucleoplasm
UAP1	Approved	Plasma membrane
ACTL8	Approved	Cytosol
RGS4	Approved	Endoplasmic reticulum
KLHL12	Approved	Microtubule organizing center
SSX2IP	Approved	Cell Junctions
ZNHIT6	Approved	Nuclear speckles
ZNHIT6	Approved	Vesicles
KIF17	Approved	Nucleoplasm
KIF17	Approved	Plasma membrane
GPR89A	Approved	Endoplasmic reticulum
CDK18	Approved	Actin filaments
RAB29	Approved	Nuclear membrane
RAB29	Approved	Nucleoli
GALE	Approved	Cytosol
GALE	Approved	Nucleus
CD46	Approved	Plasma membrane
P3H1	Approved	Nucleoli
P3H1	Approved	Vesicles
ATP6V0B	Approved	Cytosol
B4GALT2	Approved	Vesicles
ERI3	Approved	Cytosol
ERI3	Approved	Nucleoplasm
AKR1A1	Approved	Nucleoplasm
PIK3R3	Approved	Nucleoplasm
PIK3R3	Approved	Vesicles
TSPAN1	Approved	Nucleoplasm
TSPAN1	Approved	Vesicles
CCDC181	Approved	Nuclear speckles
SLC19A2	Approved	Cytosol
VAMP4	Approved	Golgi apparatus
PTBP2	Approved	Nucleoplasm
TNFSF4	Approved	Nucleus
TNFSF4	Approved	Vesicles
PRDX6	Approved	Plasma membrane
DARS2	Approved	Nucleus
IRF6	Approved	Nucleus
DIEXF	Approved	Golgi apparatus
DIEXF	Approved	Nucleoplasm
PLPPR5	Approved	Centrosome
PLPPR5	Approved	Nucleus
PLPPR5	Approved	Plasma membrane
RCAN3	Approved	Nuclear speckles
RCAN3	Approved	Nucleoli fibrillar center
RSRP1	Approved	Nucleoplasm
RCOR3	Approved	Nucleoli
RCOR3	Approved	Nucleus
MTFR1L	Approved	Cell Junctions
MTFR1L	Approved	Mitochondria
NSL1	Approved	Cytosol
SLC5A9	Approved	Actin filaments
SLC5A9	Approved	Cytosol
CD3EAP	Approved	Mitochondria
KMT2A	Approved	Cytosol
IFT46	Approved	Actin filaments
APOA1	Approved	Cytosol
APOA1	Approved	Vesicles
ZNF541	Approved	Cytosol
ZNF541	Approved	Nucleoplasm
KPTN	Approved	Cytosol
KPTN	Approved	Nucleoplasm
KPTN	Approved	Plasma membrane
RPS25	Approved	Cytosol
RPS25	Approved	Endoplasmic reticulum
DDX59	Approved	Actin filaments
DDX59	Approved	Nucleus
CAMSAP2	Approved	Cytosol
ATF6	Approved	Cytosol
MREG	Approved	Vesicles
KLF7	Approved	Golgi apparatus
TTR	Approved	Golgi apparatus
C1orf54	Approved	Vesicles
CA14	Approved	Plasma membrane
LRMP	Approved	Cytosol
LRMP	Approved	Nucleus
SPCS2	Approved	Nucleus
USP35	Approved	Nucleoli fibrillar center
USP35	Approved	Nucleus
FILIP1	Approved	Actin filaments
FILIP1	Approved	Plasma membrane
CASP8AP2	Approved	Nuclear bodies
CASP8AP2	Approved	Nucleoli
UBE3D	Approved	Rods & Rings
SGIP1	Approved	Mitochondria
PHF3	Approved	Nucleoplasm
FBXO30	Approved	Microtubules
TNFAIP3	Approved	Centrosome
RAB32	Approved	Cytosol
ALDH8A1	Approved	Centrosome
RNF146	Approved	Nucleoplasm
PMFBP1	Approved	Endoplasmic reticulum
SLC16A7	Approved	Nucleoplasm
TMEM5	Approved	Golgi apparatus
TMEM5	Approved	Nucleoplasm
MYL12B	Approved	Nucleoli fibrillar center
MYL12B	Approved	Nucleus
ARMC2	Approved	Nucleus
CCNI	Approved	Nuclear bodies
CCNI	Approved	Nucleoplasm
RARRES1	Approved	Endoplasmic reticulum
RARRES1	Approved	Golgi apparatus
MFSD1	Approved	Nucleoli
MFSD1	Approved	Nucleus
RAB3GAP2	Approved	Plasma membrane
PPL	Approved	Cytosol
PPL	Approved	Nucleoplasm
KLF12	Approved	Cytosol
KLF12	Approved	Nucleoplasm
UCHL3	Approved	Nucleus
PCDH17	Approved	Cytosol
PCDH17	Approved	Plasma membrane
PCDH17	Approved	Vesicles
HS1BP3	Approved	Cytosol
HS1BP3	Approved	Nucleoli
CYP20A1	Approved	Actin filaments
CYP20A1	Approved	Cell Junctions
CYP20A1	Approved	Plasma membrane
GTF3C3	Approved	Nuclear membrane
GDA	Approved	Nucleus
KLF9	Approved	Cytosol
KLF9	Approved	Plasma membrane
CCDC92	Approved	Nucleoplasm
PTBP3	Approved	Nucleus
FKBP15	Approved	Cytosol
FKBP15	Approved	Nucleoli
WDR34	Approved	Cytosol
SET	Approved	Lipid droplets
GLE1	Approved	Nucleoli
CNTRL	Approved	Cytosol
TRIM32	Approved	Intermediate filaments
FBXW2	Approved	Nucleoplasm
BSPRY	Approved	Nucleoplasm
RBM18	Approved	Midbody
RBM18	Approved	Nucleoli fibrillar center
RBM18	Approved	Nucleus
MAPKAP1	Approved	Cytosol
INVS	Approved	Cytosol
DENND1A	Approved	Cytosol
DENND1A	Approved	Nucleoplasm
VPS4B	Approved	Vesicles
ONECUT2	Approved	Actin filaments
C19orf25	Approved	Intermediate filaments
ZBTB45	Approved	Cytosol
DCAF4	Approved	Nucleoplasm
FCF1	Approved	Nucleoplasm
PGF	Approved	Cytosol
PGF	Approved	Mitochondria
PGF	Approved	Nucleoplasm
IFI27L2	Approved	Cytosol
IFI27L2	Approved	Nucleoli
BBOF1	Approved	Microtubule organizing center
BBOF1	Approved	Nucleus
BBOF1	Approved	Plasma membrane
NEK9	Approved	Mitochondria
ACYP1	Approved	Cytosol
ACYP1	Approved	Nucleus
DNAL1	Approved	Microtubule organizing center
DNAL1	Approved	Nucleus
ACOT2	Approved	Mitochondria
LTBP2	Approved	Nucleus
MLH3	Approved	Nucleus
TTLL5	Approved	Cytosol
TTLL5	Approved	Plasma membrane
TGFB3	Approved	Vesicles
ZC2HC1C	Approved	Mitochondria
ZC2HC1C	Approved	Nuclear speckles
EIF2B2	Approved	Focal adhesion sites
EIF2B2	Approved	Nucleoplasm
EIF2B2	Approved	Plasma membrane
ZNF410	Approved	Nuclear bodies
RHOQ	Approved	Cytosol
RHOQ	Approved	Vesicles
SUPT7L	Approved	Nucleoplasm
KLHL29	Approved	Cytosol
KLHL29	Approved	Mitochondria
TMEM214	Approved	Cytosol
TMEM214	Approved	Golgi apparatus
FKBP1B	Approved	Microtubules
YPEL5	Approved	Cytosol
YPEL5	Approved	Nucleoplasm
YIPF4	Approved	Plasma membrane
YIPF4	Approved	Vesicles
LGALSL	Approved	Nucleoplasm
CNRIP1	Approved	Cytosol
SLC17A5	Approved	Cytosol
OGFRL1	Approved	Golgi apparatus
OGFRL1	Approved	Nucleoplasm
SLF2	Approved	Vesicles
ELOVL3	Approved	Cytosol
ELOVL3	Approved	Vesicles
IFIT2	Approved	Vesicles
GPAM	Approved	Mitochondria
PYROXD2	Approved	Mitochondria
HELLS	Approved	Golgi apparatus
HELLS	Approved	Nucleus
HELLS	Approved	Vesicles
TCTN3	Approved	Microtubules
FAM45A	Approved	Centrosome
FAM45A	Approved	Cytosol
FAM45A	Approved	Plasma membrane
AVPI1	Approved	Nucleus
AVPI1	Approved	Plasma membrane
WDR11	Approved	Cytosol
WDR11	Approved	Microtubules
C10orf76	Approved	Vesicles
CFAP58	Approved	Nucleus
CPN1	Approved	Nucleoli
CPN1	Approved	Nucleus
DUSP1	Approved	Cytosol
DUSP1	Approved	Nucleoli
PANK3	Approved	Golgi apparatus
PANK3	Approved	Nucleoplasm
RCL1	Approved	Nucleoplasm
CAAP1	Approved	Vesicles
CD274	Approved	Cytosol
LRP11	Approved	Mitochondria
CCDC170	Approved	Cell Junctions
CCDC170	Approved	Golgi apparatus
WDR55	Approved	Nucleoli
WDR55	Approved	Nucleus
PCDHB10	Approved	Plasma membrane
PCDHB10	Approved	Vesicles
PCDHB14	Approved	Vesicles
PCDHB12	Approved	Plasma membrane
SEC16B	Approved	Actin filaments
SEC16B	Approved	Endoplasmic reticulum
SEC16B	Approved	Plasma membrane
ACAT2	Approved	Nucleus
TTLL2	Approved	Nuclear membrane
TTLL2	Approved	Nucleoli
SLC10A7	Approved	Nucleoli
ENY2	Approved	Mitochondria
ENY2	Approved	Nucleoplasm
KIAA1217	Approved	Cytosol
KIAA1217	Approved	Nucleus
CCDC77	Approved	Nuclear membrane
PROSER1	Approved	Cytosol
PROSER1	Approved	Nucleus
ALG5	Approved	Cytosol
EXOSC8	Approved	Mitochondria
TGFBI	Approved	Cytosol
PAIP2	Approved	Vesicles
SERP1	Approved	Endoplasmic reticulum
ZFP30	Approved	Cytosol
NR2C1	Approved	Cell Junctions
NR2C1	Approved	Cytosol
UTP20	Approved	Plasma membrane
GLT8D2	Approved	Cytosol
SOCS2	Approved	Endoplasmic reticulum
CCDC53	Approved	Vesicles
APAF1	Approved	Cytosol
APAF1	Approved	Golgi apparatus
APAF1	Approved	Nucleoplasm
SORBS3	Approved	Focal adhesion sites
SORBS3	Approved	Nucleoplasm
PPP3CC	Approved	Vesicles
PDLIM2	Approved	Actin filaments
PDLIM2	Approved	Focal adhesion sites
UBIAD1	Approved	Vesicles
ZNF706	Approved	Plasma membrane
RDH10	Approved	Lipid droplets
TRIM25	Approved	Nuclear bodies
SCPEP1	Approved	Golgi apparatus
TBX2	Approved	Cytosol
TBX2	Approved	Nucleoplasm
SLC35B1	Approved	Endoplasmic reticulum
SLC35B1	Approved	Nucleus
SLC35B1	Approved	Vesicles
TEX14	Approved	Cell Junctions
TEX14	Approved	Cytosol
TEX14	Approved	Plasma membrane
TEX14	Approved	Vesicles
FAM117A	Approved	Nucleoplasm
KIAA0922	Approved	Vesicles
ADCY7	Approved	Cytosol
CEP89	Approved	Plasma membrane
PYROXD1	Approved	Nuclear speckles
PSPC1	Approved	Nucleoli fibrillar center
PSPC1	Approved	Nucleoplasm
ZNF549	Approved	Cytosol
ZNF549	Approved	Nucleoplasm
ZSCAN18	Approved	Nucleoplasm
ZNF211	Approved	Mitochondria
ZNF211	Approved	Rods & Rings
LHX4	Approved	Nuclear speckles
TRMT1L	Approved	Nucleoli
TRMT1L	Approved	Nucleus
DESI2	Approved	Vesicles
DEPDC7	Approved	Cytosol
DEPDC7	Approved	Nucleoli
DEPDC7	Approved	Nucleus
PILRB	Approved	Mitochondria
ZMYM2	Approved	Endoplasmic reticulum
ZMYM2	Approved	Nucleoplasm
FABP3	Approved	Golgi apparatus
TMEM39B	Approved	Vesicles
POLR3GL	Approved	Cytosol
POLR3GL	Approved	Golgi apparatus
POLR3GL	Approved	Nucleoplasm
TNFSF10	Approved	Microtubules
SLITRK3	Approved	Mitochondria
PIK3CA	Approved	Cytosol
LIAS	Approved	Mitochondria
LIAS	Approved	Nucleoplasm
TMEM54	Approved	Vesicles
ZSCAN20	Approved	Nucleoplasm
LRIF1	Approved	Microtubule organizing center
GTDC1	Approved	Cytosol
ACVR2A	Approved	Cytosol
SV2C	Approved	Nucleoplasm
SV2C	Approved	Vesicles
FLT3	Approved	Endoplasmic reticulum
RASL11A	Approved	Nuclear bodies
UBL3	Approved	Centrosome
MTERF4	Approved	Cytosol
XPNPEP2	Approved	Golgi apparatus
OCRL	Approved	Cytosol
OCRL	Approved	Microtubules
KIAA1191	Approved	Nucleoplasm
COPA	Approved	Cytosol
COPA	Approved	Golgi apparatus
COPA	Approved	Nucleoplasm
LDB3	Approved	Nucleoplasm
FAM35A	Approved	Actin filaments
FAM35A	Approved	Nucleoplasm
ZNF205	Approved	Nucleoplasm
ODF2L	Approved	Mitochondria
TRMT13	Approved	Cytosol
TRMT13	Approved	Nuclear bodies
TRMT13	Approved	Nucleoplasm
TRMT13	Approved	Plasma membrane
CCDC18	Approved	Cytosol
CCDC18	Approved	Nucleoplasm
PQLC1	Approved	Nucleoplasm
SEPT7	Approved	Actin filaments
SEPT7	Approved	Microtubules
EEPD1	Approved	Nuclear speckles
EEPD1	Approved	Plasma membrane
EEPD1	Approved	Vesicles
HERPUD2	Approved	Nucleoli
HOXA7	Approved	Nuclear membrane
HOXA7	Approved	Nucleoplasm
FKBP9	Approved	Golgi apparatus
FKBP9	Approved	Mitochondria
FKBP9	Approved	Vesicles
SMU1	Approved	Vesicles
SLC25A51	Approved	Mitochondria
SPINK4	Approved	Golgi apparatus
SPINK4	Approved	Nucleus
SPINK4	Approved	Vesicles
ACO1	Approved	Mitochondria
DCAF10	Approved	Nucleoli fibrillar center
CNTFR	Approved	Golgi apparatus
KIAA1549	Approved	Intermediate filaments
KIAA1549	Approved	Nuclear membrane
C7orf49	Approved	Golgi apparatus
AKR1D1	Approved	Nucleoplasm
NUDT10	Approved	Cytosol
PLAU	Approved	Cytosol
PLAU	Approved	Plasma membrane
CHST3	Approved	Cytosol
CHST3	Approved	Golgi apparatus
BICC1	Approved	Nucleoplasm
P4HA1	Approved	Mitochondria
P4HA1	Approved	Vesicles
SLC25A16	Approved	Mitochondria
ZWINT	Approved	Cytosol
ZWINT	Approved	Nuclear bodies
ZWINT	Approved	Nucleoplasm
CIT	Approved	Cytosol
IFT81	Approved	Centrosome
IFT81	Approved	Cytosol
ACADS	Approved	Nucleoplasm
DDX54	Approved	Golgi apparatus
DDX54	Approved	Nucleoli
DDX54	Approved	Nucleus
MED13L	Approved	Golgi apparatus
MED13L	Approved	Nucleus
CDKN2C	Approved	Cytosol
CDKN2C	Approved	Nucleoplasm
RASSF8	Approved	Cytosol
RASSF8	Approved	Mitochondria
BHLHE41	Approved	Nucleoplasm
SSPN	Approved	Nuclear membrane
SSPN	Approved	Nucleus
CCDC91	Approved	Nucleoplasm
WWP1	Approved	Cytosol
WWP1	Approved	Golgi apparatus
WWP1	Approved	Plasma membrane
ACOT9	Approved	Cytosol
ACOT9	Approved	Nucleoplasm
ACOT9	Approved	Plasma membrane
DDX39A	Approved	Nuclear speckles
C19orf43	Approved	Nucleoplasm
ADGRE5	Approved	Cytosol
WDR83	Approved	Centrosome
WDR83	Approved	Nucleoplasm
GIPC1	Approved	Cell Junctions
GIPC1	Approved	Nucleus
GIPC1	Approved	Plasma membrane
SPRYD7	Approved	Vesicles
ZC3H13	Approved	Actin filaments
ZC3H13	Approved	Nuclear membrane
NLN	Approved	Mitochondria
ITIH5	Approved	Golgi apparatus
ITIH5	Approved	Vesicles
TSFM	Approved	Nucleus
MMP19	Approved	Endoplasmic reticulum
MMP19	Approved	Vesicles
PDE1B	Approved	Cytosol
HOXC11	Approved	Cytosol
SMUG1	Approved	Vesicles
METTL21B	Approved	Nucleoplasm
KBTBD4	Approved	Cytosol
KBTBD4	Approved	Nucleus
KBTBD4	Approved	Vesicles
SARDH	Approved	Mitochondria
ATPAF1	Approved	Mitochondria
STIL	Approved	Cytosol
STIL	Approved	Plasma membrane
HJURP	Approved	Cytosol
IL13RA2	Approved	Nucleoli
IL13RA2	Approved	Nucleus
AMD1	Approved	Nucleoplasm
USP45	Approved	Cytosol
USP45	Approved	Nucleus
NRK	Approved	Cytosol
NRK	Approved	Nucleoplasm
FAM199X	Approved	Cytosol
FAM199X	Approved	Golgi apparatus
FAM199X	Approved	Nucleus
MAGEA9	Approved	Golgi apparatus
METTL8	Approved	Cytosol
NMI	Approved	Nucleoplasm
BAZ2B	Approved	Cytosol
BAZ2B	Approved	Nucleoplasm
AGO2	Approved	Cell Junctions
CKS2	Approved	Cytosol
CKS2	Approved	Mitochondria
CKS2	Approved	Nucleus
CKS2	Approved	Vesicles
DAW1	Approved	Nuclear bodies
DAW1	Approved	Nucleoplasm
ACSL3	Approved	Lipid droplets
ACSL3	Approved	Nucleoli
CHPF	Approved	Centrosome
CHPF	Approved	Vesicles
INHA	Approved	Vesicles
OBSL1	Approved	Centrosome
FAM124B	Approved	Nucleoplasm
SLC12A4	Approved	Endosomes
ENKD1	Approved	Centrosome
FAM210B	Approved	Cytosol
FAM210B	Approved	Plasma membrane
PI3	Approved	Plasma membrane
SNX21	Approved	Microtubule organizing center
SNX21	Approved	Vesicles
SLPI	Approved	Golgi apparatus
TTPAL	Approved	Cytosol
TTPAL	Approved	Golgi apparatus
PREX1	Approved	Vesicles
ARHGAP40	Approved	Centrosome
ARHGAP40	Approved	Nucleoplasm
SDC4	Approved	Golgi apparatus
SDC4	Approved	Plasma membrane
CHD6	Approved	Nucleus
GDAP1L1	Approved	Endoplasmic reticulum
ZNFX1	Approved	Mitochondria
CDH26	Approved	Microtubules
CDH26	Approved	Plasma membrane
RNF114	Approved	Plasma membrane
DDX27	Approved	Nucleoli
BCAS4	Approved	Cytosol
BCAS4	Approved	Intermediate filaments
NEURL2	Approved	Vesicles
MAGEA10	Approved	Cytosol
MTRR	Approved	Cytosol
MTRR	Approved	Intermediate filaments
MTRR	Approved	Nucleoplasm
FASTKD3	Approved	Nucleus
PEPD	Approved	Nucleoplasm
IQSEC2	Approved	Vesicles
STAMBP	Approved	Plasma membrane
NAGK	Approved	Cytosol
NAGK	Approved	Nucleus
MCEE	Approved	Nucleoli
PAIP2B	Approved	Cytosol
SNRNP27	Approved	Nucleoplasm
POF1B	Approved	Nucleoplasm
HIF3A	Approved	Plasma membrane
ZNF576	Approved	Golgi apparatus
ZNF576	Approved	Nucleoplasm
LYPD3	Approved	Endoplasmic reticulum
LYPD3	Approved	Vesicles
NDP	Approved	Vesicles
PACSIN1	Approved	Nucleus
PACSIN1	Approved	Vesicles
WRNIP1	Approved	Nucleoplasm
SLC17A1	Approved	Golgi apparatus
SERPINB6	Approved	Centrosome
PEX6	Approved	Nucleoplasm
PEX6	Approved	Vesicles
NQO2	Approved	Nucleoplasm
OARD1	Approved	Nucleoli
OARD1	Approved	Nucleus
UNC5CL	Approved	Centrosome
MOCS1	Approved	Cytosol
MOCS1	Approved	Plasma membrane
HIST1H2BJ	Approved	Cytosol
HIST1H2BJ	Approved	Nucleoplasm
MED20	Approved	Centrosome
MED20	Approved	Nucleoplasm
GNMT	Approved	Cytosol
MEA1	Approved	Cytosol
MEA1	Approved	Nucleus
SOX4	Approved	Mitochondria
CPNE5	Approved	Cytosol
RIOK1	Approved	Cytosol
RIOK1	Approved	Nuclear speckles
RIOK1	Approved	Nucleoli
RPP40	Approved	Nucleoplasm
EREG	Approved	Vesicles
MYRF	Approved	Cytosol
MYRF	Approved	Nucleoplasm
EMC3	Approved	Cytosol
EMC3	Approved	Microtubules
SH3TC1	Approved	Cytosol
SH3TC1	Approved	Nucleoli
SH3TC1	Approved	Nucleus
C16orf70	Approved	Cytosol
C16orf70	Approved	Nuclear speckles
DOK4	Approved	Cytokinetic bridge
DOK4	Approved	Microtubules
DOK4	Approved	Vesicles
CLYBL	Approved	Cytosol
TMTC4	Approved	Vesicles
ABCC4	Approved	Cytosol
ABCC4	Approved	Nucleoli
ABCC4	Approved	Plasma membrane
SOX21	Approved	Nucleus
C17orf53	Approved	Cytosol
C17orf53	Approved	Nucleoplasm
NDUFA1	Approved	Cytosol
ATP5S	Approved	Mitochondria
ATP5S	Approved	Nucleoplasm
FAM193A	Approved	Cytosol
FAM193A	Approved	Plasma membrane
HS3ST3B1	Approved	Vesicles
SLC25A35	Approved	Mitochondria
SLC25A35	Approved	Vesicles
MRPS7	Approved	Mitochondria
MSTO1	Approved	Cytosol
MSTO1	Approved	Nuclear membrane
DDX31	Approved	Golgi apparatus
DDX31	Approved	Vesicles
MBOAT7	Approved	Cytosol
SRMS	Approved	Actin filaments
SRMS	Approved	Cytosol
SRMS	Approved	Intermediate filaments
C20orf195	Approved	Aggresome
C20orf195	Approved	Nucleoplasm
C20orf195	Approved	Vesicles
PPDPF	Approved	Microtubules
PPDPF	Approved	Nucleoli
PPDPF	Approved	Nucleoplasm
PLGLB2	Approved	Vesicles
POLR1B	Approved	Cytosol
CCDC93	Approved	Plasma membrane
TNFSF9	Approved	Golgi apparatus
THOC2	Approved	Nucleoplasm
ATG4C	Approved	Cytosol
ATG4C	Approved	Nucleoplasm
SH2D3A	Approved	Cytokinetic bridge
SH2D3A	Approved	Microtubules
SH2D3A	Approved	Nucleoplasm
TRIP10	Approved	Nucleoplasm
GPR108	Approved	Vesicles
OPA3	Approved	Cytosol
OPA3	Approved	Nucleoplasm
RTN2	Approved	Nuclear speckles
EML2	Approved	Vesicles
SYMPK	Approved	Cytosol
GPCPD1	Approved	Nucleoplasm
SDCBP2	Approved	Cytosol
SDCBP2	Approved	Vesicles
FOXA2	Approved	Cell Junctions
CD93	Approved	Plasma membrane
CD93	Approved	Vesicles
NKX2-4	Approved	Nuclear bodies
STK35	Approved	Nuclear bodies
NRSN2	Approved	Cytosol
NRSN2	Approved	Nucleoplasm
NRSN2	Approved	Vesicles
ZNF133	Approved	Nucleus
ZNF133	Approved	Vesicles
OVOL2	Approved	Cytosol
OVOL2	Approved	Nucleoplasm
PCSK2	Approved	Vesicles
LAMP5	Approved	Cytosol
LRRN4	Approved	Cytosol
LRRN4	Approved	Nucleoli
LRRN4	Approved	Nucleus
TMEM74B	Approved	Golgi apparatus
TMEM74B	Approved	Nucleoplasm
FAM110A	Approved	Nucleus
ZNF436	Approved	Cytosol
MAX	Approved	Golgi apparatus
MAX	Approved	Vesicles
ARMCX5	Approved	Cytosol
ARMCX5	Approved	Nuclear speckles
MMP24	Approved	Nucleoli
MMP24	Approved	Plasma membrane
EIF2S2	Approved	Nucleoli
PLAGL2	Approved	Cytosol
PLAGL2	Approved	Nucleoplasm
AGO3	Approved	Nucleoplasm
TMEM53	Approved	Focal adhesion sites
TMEM53	Approved	Golgi apparatus
PCID2	Approved	Nucleoli
PCID2	Approved	Nucleus
IGFLR1	Approved	Focal adhesion sites
CAPNS1	Approved	Cytosol
CAPNS1	Approved	Nucleoplasm
RBM42	Approved	Cytosol
RBM42	Approved	Nucleus
KIRREL2	Approved	Vesicles
FRMD8	Approved	Cytosol
FRMD8	Approved	Nucleoli
FRMD8	Approved	Nucleus
BCL2L12	Approved	Cytosol
RRAS	Approved	Vesicles
PRRG2	Approved	Cytosol
PRRG2	Approved	Nucleoli
PRRG2	Approved	Nucleus
SCAF1	Approved	Cytosol
SCAF1	Approved	Nucleoplasm
PRR12	Approved	Cytosol
ASL	Approved	Cytosol
BECN1	Approved	Centrosome
GLIS2	Approved	Cytosol
GLIS2	Approved	Nucleoplasm
GLIS2	Approved	Plasma membrane
IFI6	Approved	Mitochondria
SSX1	Approved	Nucleoli
SSX1	Approved	Nucleus
UXT	Approved	Cytosol
TIMM17B	Approved	Microtubules
TIMM17B	Approved	Mitochondria
PCNXL4	Approved	Cytosol
RHOJ	Approved	Nucleoli
RHOJ	Approved	Nucleus
RHOJ	Approved	Plasma membrane
DLGAP5	Approved	Microtubule organizing center
TRMT5	Approved	Nucleoli
TRMT5	Approved	Nucleus
PLEKHG3	Approved	Centrosome
PLEKHG3	Approved	Cytokinetic bridge
EVI2A	Approved	Nuclear bodies
EVI2A	Approved	Nucleoplasm
WDR60	Approved	Microtubule organizing center
SLC10A3	Approved	Intermediate filaments
ARMCX1	Approved	Cytosol
ARMCX1	Approved	Mitochondria
ARMCX1	Approved	Nucleus
ZC4H2	Approved	Microtubules
ZC4H2	Approved	Vesicles
IPPK	Approved	Cytosol
ZNF484	Approved	Cytosol
ZNF484	Approved	Nuclear membrane
ZNF484	Approved	Nucleoplasm
FGD3	Approved	Cytosol
FGD3	Approved	Nucleus
HIVEP3	Approved	Nucleoplasm
PPCS	Approved	Mitochondria
PPCS	Approved	Nucleoli fibrillar center
PPCS	Approved	Nucleus
EDN2	Approved	Cytosol
BCL11B	Approved	Nucleoli fibrillar center
BCL11B	Approved	Nucleus
ABHD8	Approved	Nuclear bodies
ABHD8	Approved	Nucleoplasm
ATP13A4	Approved	Nucleoplasm
HRASLS	Approved	Cytosol
HRASLS	Approved	Focal adhesion sites
TSPAN8	Approved	Nucleoplasm
RAB3IP	Approved	Intermediate filaments
PTPRB	Approved	Cell Junctions
PTPRB	Approved	Plasma membrane
PTPRB	Approved	Vesicles
YEATS4	Approved	Nuclear membrane
YEATS4	Approved	Nucleoplasm
LRRC61	Approved	Nucleoplasm
FGFRL1	Approved	Cytosol
FGFRL1	Approved	Nucleoplasm
FGFRL1	Approved	Vesicles
TMEM175	Approved	Nuclear membrane
TMEM175	Approved	Nucleus
FBXL12	Approved	Mitochondria
EMC1	Approved	Cytokinetic bridge
EMC1	Approved	Microtubules
UBR4	Approved	Centrosome
ADGRE2	Approved	Vesicles
SIN3B	Approved	Nucleoplasm
SIN3B	Approved	Plasma membrane
EPS15L1	Approved	Vesicles
KLF2	Approved	Nucleoplasm
SYNGR3	Approved	Plasma membrane
PKMYT1	Approved	Nucleoli
PKMYT1	Approved	Nucleus
CHTF18	Approved	Cytosol
KDM4B	Approved	Cytosol
TICAM1	Approved	Nucleoli
TICAM1	Approved	Nucleus
TICAM1	Approved	Plasma membrane
EMC6	Approved	Centrosome
EMC6	Approved	Nucleus
METTL16	Approved	Cytosol
TNFRSF19	Approved	Mitochondria
TNFRSF19	Approved	Nucleoplasm
ZNF835	Approved	Actin filaments
AKAP9	Approved	Vesicles
SHFM1	Approved	Cytosol
PTPN12	Approved	Cytosol
PTPN12	Approved	Plasma membrane
POR	Approved	Cytosol
POR	Approved	Nucleoplasm
POR	Approved	Vesicles
STYXL1	Approved	Nuclear speckles
GNAI1	Approved	Nucleoli
GNAI1	Approved	Nucleus
SGCE	Approved	Golgi apparatus
SGCE	Approved	Nucleoplasm
SGCE	Approved	Plasma membrane
SGCE	Approved	Vesicles
CASD1	Approved	Nucleoplasm
ZNF780B	Approved	Centrosome
ZNF780B	Approved	Nucleus
ZFP36	Approved	Vesicles
SRD5A3	Approved	Cytosol
SRD5A3	Approved	Plasma membrane
RASL11B	Approved	Nuclear bodies
PAICS	Approved	Cytosol
