hgnc	status	subcellular_location
STAM2	Supported	Vesicles
NRBP1	Supported	Cytosol
PSMD14	Supported	Nucleoplasm
SNX17	Supported	Vesicles
REEP6	Supported	Endoplasmic reticulum
APC2	Supported	Cytosol
GCA	Supported	Cytosol
INO80B	Supported	Nucleus
HTRA2	Supported	Mitochondria
DOK1	Supported	Cytosol
GALNT3	Supported	Golgi apparatus
EVA1A	Supported	Vesicles
MRPL19	Supported	Mitochondria
GLS	Supported	Mitochondria
PECR	Supported	Peroxisomes
EFHD1	Supported	Golgi apparatus
CCT4	Supported	Cytosol
EHBP1	Supported	Cytosol
EHBP1	Supported	Plasma membrane
ABCB6	Supported	Cytosol
ABCB6	Supported	Mitochondria
ABCB6	Supported	Nucleoplasm
ABCB6	Supported	Plasma membrane
HDLBP	Supported	Cytosol
PASK	Supported	Cytosol
TAF1B	Supported	Nucleoli
BIRC6	Supported	Golgi apparatus
BIRC6	Supported	Vesicles
NOL10	Supported	Nucleoli
PRKD3	Supported	Cytosol
DCAF17	Supported	Nucleoplasm
RAB3GAP1	Supported	Cytosol
RMDN2	Supported	Cytosol
ORC2	Supported	Nucleoplasm
PNO1	Supported	Nucleoli
ORC4	Supported	Nucleoli
ORC4	Supported	Nucleus
AAK1	Supported	Cytosol
AAK1	Supported	Plasma membrane
TIA1	Supported	Cytosol
TIA1	Supported	Nucleoplasm
KISS1R	Supported	Plasma membrane
ARID3A	Supported	Cytosol
ARID3A	Supported	Nucleoplasm
SUMO1	Supported	Nuclear bodies
SUMO1	Supported	Nuclear membrane
SUMO1	Supported	Nucleoli
SUMO1	Supported	Nucleus
NFE2L2	Supported	Cytosol
NFE2L2	Supported	Nucleus
MSH6	Supported	Nucleoplasm
SPR	Supported	Cytosol
PARD3B	Supported	Cell Junctions
FARSB	Supported	Cytosol
FARSB	Supported	Nucleus
PRRX1	Supported	Nucleoli
PRRX1	Supported	Nucleus
FAM20B	Supported	Golgi apparatus
MRPL37	Supported	Mitochondria
CHD5	Supported	Nuclear speckles
CHD5	Supported	Nucleoplasm
QSOX1	Supported	Golgi apparatus
ERRFI1	Supported	Cytosol
PARK7	Supported	Cytosol
PARK7	Supported	Nucleus
KIAA1324	Supported	Plasma membrane
SRSF4	Supported	Nuclear speckles
MECR	Supported	Mitochondria
WDR77	Supported	Cytosol
WDR77	Supported	Nucleoplasm
ATP5F1	Supported	Mitochondria
S100PBP	Supported	Nuclear speckles
SCAMP3	Supported	Vesicles
ASH1L	Supported	Nucleoplasm
MAD2L2	Supported	Cytosol
MAD2L2	Supported	Nucleoli
IVNS1ABP	Supported	Cytosol
SMG7	Supported	Cytosol
NCF2	Supported	Nucleoli
PLA2G4A	Supported	Cytosol
GADD45A	Supported	Nuclear speckles
WLS	Supported	Endoplasmic reticulum
PRDM2	Supported	Nucleus
SRSF11	Supported	Nuclear speckles
CRYZ	Supported	Cytosol
TTF2	Supported	Cytosol
WARS2	Supported	Mitochondria
MRPS15	Supported	Mitochondria
EXOC8	Supported	Cytosol
TSNAX	Supported	Cytosol
TSNAX	Supported	Nucleoplasm
RRAGC	Supported	Nucleus
RRAGC	Supported	Vesicles
MTR	Supported	Cytosol
MYCL	Supported	Nucleus
AKT3	Supported	Cytosol
CD48	Supported	Plasma membrane
SDHB	Supported	Mitochondria
KDM5B	Supported	Nucleus
UAP1	Supported	Cytosol
KLHL12	Supported	Vesicles
ID3	Supported	Nucleoplasm
CDC20	Supported	Cytosol
CDC20	Supported	Nucleoplasm
B4GALT2	Supported	Golgi apparatus
AKR1A1	Supported	Cytosol
PRDX1	Supported	Mitochondria
BLZF1	Supported	Golgi apparatus
BLZF1	Supported	Nucleus
DR1	Supported	Nucleus
PRDX6	Supported	Cytosol
DARS2	Supported	Mitochondria
SYF2	Supported	Nuclear speckles
STMN1	Supported	Cytosol
NEK2	Supported	Centrosome
NEK2	Supported	Nucleus
RPS6KA1	Supported	Cytosol
RPS6KA1	Supported	Nucleus
NSL1	Supported	Nuclear speckles
NSL1	Supported	Nucleoplasm
PROX1	Supported	Nucleoplasm
CENPF	Supported	Nucleoplasm
STX12	Supported	Golgi apparatus
STX12	Supported	Nucleoplasm
STX12	Supported	Vesicles
OSBPL9	Supported	Golgi apparatus
OSBPL9	Supported	Vesicles
MESDC2	Supported	Cytosol
MESDC2	Supported	Endoplasmic reticulum
MESDC2	Supported	Nuclear bodies
STK11	Supported	Cytosol
STK11	Supported	Nucleoplasm
KMT2A	Supported	Nucleoplasm
KIF14	Supported	Cytosol
CAMSAP2	Supported	Microtubule ends
FASTKD2	Supported	Mitochondria
NRP2	Supported	Plasma membrane
NRP2	Supported	Vesicles
LRMP	Supported	Vesicles
HMGN3	Supported	Cytosol
CNR1	Supported	Plasma membrane
PLAGL1	Supported	Nuclear bodies
TNFAIP3	Supported	Cytosol
MYB	Supported	Nucleus
SGK1	Supported	Cytosol
SGK1	Supported	Nuclear speckles
RNF146	Supported	Cytosol
RNF146	Supported	Plasma membrane
MED28	Supported	Nucleoplasm
SLC16A7	Supported	Plasma membrane
DCLRE1B	Supported	Nuclear bodies
DCLRE1B	Supported	Nucleoplasm
RPN2	Supported	Endoplasmic reticulum
TGIF2	Supported	Nucleoplasm
SPP1	Supported	Golgi apparatus
STBD1	Supported	Cytosol
CCNI	Supported	Golgi apparatus
RAB3GAP2	Supported	Cytosol
PPL	Supported	Plasma membrane
UBN1	Supported	Nuclear bodies
UBN1	Supported	Nucleoplasm
UCHL3	Supported	Cytosol
CCND2	Supported	Nucleoplasm
ELL2	Supported	Nucleoplasm
DNAH7	Supported	Cytosol
GTF3C3	Supported	Nucleus
SATB2	Supported	Nucleoplasm
UBE2B	Supported	Cytosol
UBE2B	Supported	Nucleoplasm
UBE2B	Supported	Plasma membrane
UBE2B	Supported	Vesicles
KLF9	Supported	Nucleoplasm
TJP2	Supported	Cytosol
TJP2	Supported	Plasma membrane
ITGB1BP1	Supported	Cytosol
ITGB1BP1	Supported	Nucleoplasm
CCDC92	Supported	Centrosome
C1orf198	Supported	Cytosol
RAD23B	Supported	Cytosol
RAD23B	Supported	Nucleoplasm
FAM206A	Supported	Cytosol
FAM206A	Supported	Nucleoplasm
SET	Supported	Nucleoplasm
GLE1	Supported	Nuclear membrane
RAB14	Supported	Vesicles
CNTRL	Supported	Centrosome
NEK6	Supported	Cytosol
NEK6	Supported	Microtubule organizing center
NEK6	Supported	Nucleoplasm
BSPRY	Supported	Cytosol
HDHD3	Supported	Nucleoli
HSDL2	Supported	Mitochondria
MAPKAP1	Supported	Nucleoplasm
DENND1A	Supported	Vesicles
ONECUT2	Supported	Nucleoplasm
YLPM1	Supported	Nuclear speckles
YLPM1	Supported	Nucleoplasm
IFT43	Supported	Microtubule organizing center
IFT43	Supported	Microtubules
PPP4R4	Supported	Cytosol
SLIRP	Supported	Mitochondria
NRDE2	Supported	Mitochondria
NRDE2	Supported	Nucleoplasm
DNMT3A	Supported	Nucleoplasm
TMEM214	Supported	Endoplasmic reticulum
ATAD2B	Supported	Nucleoplasm
FAM98A	Supported	Vesicles
YIPF4	Supported	Golgi apparatus
AFTPH	Supported	Cytosol
AFTPH	Supported	Golgi apparatus
AFTPH	Supported	Vesicles
BCL11A	Supported	Nuclear bodies
CRIPT	Supported	Nucleoli
CRIPT	Supported	Nucleus
EPCAM	Supported	Plasma membrane
SLC17A5	Supported	Plasma membrane
SLF2	Supported	Nucleus
IFIT3	Supported	Cytosol
IFIT3	Supported	Mitochondria
CUTC	Supported	Cytosol
CUTC	Supported	Nucleoplasm
MXI1	Supported	Nucleoli
MXI1	Supported	Nucleus
SMNDC1	Supported	Nuclear bodies
SMNDC1	Supported	Nucleus
GOT1	Supported	Cytosol
GOT1	Supported	Nucleoplasm
GNA13	Supported	Cytosol
HOXB8	Supported	Nucleoplasm
KANSL1	Supported	Nucleoplasm
HOXB5	Supported	Nucleus
HOXB3	Supported	Nucleus
MSX2	Supported	Nuclear speckles
TEK	Supported	Plasma membrane
MTHFD1L	Supported	Mitochondria
PCMT1	Supported	Cytosol
MRPS14	Supported	Mitochondria
MRPS14	Supported	Nuclear membrane
GORAB	Supported	Nucleus
ACAT2	Supported	Cytosol
SNX19	Supported	Mitochondria
MSANTD2	Supported	Nuclear bodies
MSANTD2	Supported	Nucleoplasm
NUDCD1	Supported	Cytosol
NUDCD1	Supported	Nucleoplasm
PLXDC2	Supported	Nuclear bodies
ENOX1	Supported	Plasma membrane
WBP4	Supported	Nucleoplasm
ELF1	Supported	Nucleoplasm
SMAD9	Supported	Cytosol
SMAD9	Supported	Nucleoplasm
NR2C1	Supported	Nucleus
UTP20	Supported	Nucleoli
ARL1	Supported	Golgi apparatus
NFYB	Supported	Nucleoplasm
DUSP4	Supported	Nucleoplasm
AKAP1	Supported	Mitochondria
COIL	Supported	Nucleus
TRIM25	Supported	Cytosol
TBX4	Supported	Vesicles
NCAPH	Supported	Cytosol
NCAPH	Supported	Nucleus
CEP89	Supported	Cytosol
TSHZ3	Supported	Nucleoplasm
PDZRN3	Supported	Cytosol
PDZRN3	Supported	Nucleus
RNF2	Supported	Nuclear bodies
CSTA	Supported	Cytosol
B4GALT4	Supported	Golgi apparatus
KIF18A	Supported	Cytokinetic bridge
KIF18A	Supported	Microtubules
MAPK8IP1	Supported	Plasma membrane
CRY2	Supported	Cytosol
CRY2	Supported	Nuclear speckles
CAT	Supported	Cytosol
CAT	Supported	Vesicles
GJB6	Supported	Cell Junctions
TBC1D15	Supported	Cytosol
TBC1D15	Supported	Mitochondria
ADGRB2	Supported	Centrosome
ZCCHC17	Supported	Nuclear speckles
ZNF639	Supported	Nucleoplasm
LRIF1	Supported	Nucleus
GPSM2	Supported	Cytosol
ZRANB3	Supported	Nucleus
RPL21	Supported	Cytosol
RPL21	Supported	Endoplasmic reticulum
RPL21	Supported	Nucleoli fibrillar center
MTIF3	Supported	Mitochondria
MTIF3	Supported	Nucleoplasm
GTF3A	Supported	Nucleus
FYTTD1	Supported	Nuclear speckles
MTERF4	Supported	Mitochondria
MRPS2	Supported	Mitochondria
MYOG	Supported	Nucleoplasm
ZC3H7A	Supported	Cytosol
ANXA11	Supported	Cytosol
ANXA11	Supported	Nucleoplasm
LDB3	Supported	Cytosol
LDB3	Supported	Focal adhesion sites
RPAP2	Supported	Cytosol
RPAP2	Supported	Nucleoli
PMS2	Supported	Cytosol
ZMIZ2	Supported	Nucleoplasm
KLHL7	Supported	Cytosol
KLHL7	Supported	Nucleoplasm
CBX3	Supported	Nuclear bodies
CBX3	Supported	Nucleus
FAM126A	Supported	Cytosol
FAM126A	Supported	Plasma membrane
ARL4A	Supported	Cytosol
ARL4A	Supported	Nucleoplasm
POLM	Supported	Nucleus
CLTA	Supported	Endosomes
CLTA	Supported	Lysosomes
RECK	Supported	Plasma membrane
ACO1	Supported	Cytosol
AKR1D1	Supported	Cytosol
CISD1	Supported	Mitochondria
EGR2	Supported	Nucleoplasm
ECD	Supported	Cytosol
ECD	Supported	Nucleoplasm
P4HA1	Supported	Endoplasmic reticulum
VPS26A	Supported	Lysosomes
RBM19	Supported	Nucleoli
ACADS	Supported	Mitochondria
ITPR2	Supported	Endoplasmic reticulum
CCDC91	Supported	Golgi apparatus
NECAB1	Supported	Cytosol
NECAB1	Supported	Nucleoplasm
PRDX4	Supported	Cytosol
PRDX4	Supported	Endoplasmic reticulum
PKN1	Supported	Cytosol
PKN1	Supported	Nuclear bodies
PKN1	Supported	Nucleus
WDR83	Supported	Vesicles
EBPL	Supported	Endoplasmic reticulum
ATP7B	Supported	Golgi apparatus
TSFM	Supported	Mitochondria
ORMDL2	Supported	Endoplasmic reticulum
NR4A1	Supported	Cytosol
NR4A1	Supported	Nucleus
CDK2	Supported	Centrosome
CDK2	Supported	Cytosol
LRP1	Supported	Cytosol
LRP1	Supported	Nucleoli
HOXC11	Supported	Nucleoplasm
IKZF4	Supported	Nuclear bodies
IKZF4	Supported	Nucleoplasm
TUBA1B	Supported	Microtubules
DBH	Supported	Vesicles
NDUFAF4	Supported	Mitochondria
ESX1	Supported	Nuclear speckles
TTC21B	Supported	Mitochondria
NMI	Supported	Cytosol
EXOSC9	Supported	Nucleus
AGO2	Supported	Nucleoplasm
MXD4	Supported	Cytosol
CHPF	Supported	Cytosol
DNPEP	Supported	Cytosol
ENKD1	Supported	Cytosol
ENKD1	Supported	Plasma membrane
PREX1	Supported	Cytosol
ARHGAP40	Supported	Cytosol
ARHGAP40	Supported	Plasma membrane
NCOA3	Supported	Cytosol
NCOA3	Supported	Nucleoplasm
NCOA5	Supported	Actin filaments
NCOA5	Supported	Nucleus
PARD6B	Supported	Cytosol
PLCG1	Supported	Cytosol
TOX2	Supported	Nucleoplasm
SRSF6	Supported	Nuclear speckles
ARFGEF2	Supported	Golgi apparatus
TMEM189-UBE2V1	Supported	Nucleoplasm
STAU1	Supported	Cytosol
SNAI1	Supported	Cytosol
SNAI1	Supported	Nucleus
PMEPA1	Supported	Vesicles
RNF114	Supported	Cytosol
MAGEA10	Supported	Nucleoplasm
FASTKD3	Supported	Mitochondria
VAMP7	Supported	Vesicles
STAMBP	Supported	Cytosol
STAMBP	Supported	Nucleoplasm
ATP8A1	Supported	Vesicles
USP22	Supported	Nuclear speckles
POF1B	Supported	Golgi apparatus
HIF3A	Supported	Cytosol
HIF3A	Supported	Nucleoplasm
ZNF45	Supported	Nucleoplasm
BTN2A2	Supported	Mitochondria
RRP36	Supported	Nucleoli
RRP36	Supported	Nucleus
NQO2	Supported	Cytosol
RPS10	Supported	Cytosol
SPDEF	Supported	Nucleoli
SPDEF	Supported	Nucleus
MAD2L1BP	Supported	Nuclear membrane
MAD2L1BP	Supported	Nucleoli
MAD2L1BP	Supported	Nucleus
KLHDC3	Supported	Nucleoplasm
COL21A1	Supported	Cytosol
CDKN1A	Supported	Nuclear bodies
CDKN1A	Supported	Nucleoplasm
SOX4	Supported	Nucleoplasm
GLO1	Supported	Cytosol
GLO1	Supported	Nucleoplasm
GLO1	Supported	Plasma membrane
RREB1	Supported	Nuclear speckles
SSR1	Supported	Endoplasmic reticulum
ATXN1	Supported	Cytosol
ATXN1	Supported	Nucleoli
ATXN1	Supported	Nucleus
EEF1E1	Supported	Cytosol
EEF1E1	Supported	Nucleus
LRRFIP1	Supported	Cytosol
AHNAK	Supported	Cytosol
AHNAK	Supported	Plasma membrane
CNOT1	Supported	Cytosol
EFNB2	Supported	Cytosol
EFNB2	Supported	Nucleoplasm
IRF1	Supported	Cytosol
IRF1	Supported	Nucleoplasm
UPF3B	Supported	Nucleoli
UPF3B	Supported	Nucleus
NDUFA1	Supported	Mitochondria
GRK4	Supported	Vesicles
GGA3	Supported	Golgi apparatus
ARMC7	Supported	Cytosol
NUP85	Supported	Cytosol
NUP85	Supported	Nucleus
MIF4GD	Supported	Cytosol
MIF4GD	Supported	Nucleoli
NT5C	Supported	Cytosol
TTF1	Supported	Nucleoli
TTF1	Supported	Nucleus
GTF3C4	Supported	Nucleus
DDX31	Supported	Nucleoli
SLC2A4RG	Supported	Nuclear speckles
IL37	Supported	Nucleoplasm
IL37	Supported	Vesicles
CHCHD5	Supported	Mitochondria
POLR1B	Supported	Nucleoli
CCDC93	Supported	Vesicles
SLC25A23	Supported	Mitochondria
GTF2F1	Supported	Cell Junctions
MED1	Supported	Nucleoplasm
RPL23	Supported	Cytosol
TRIP10	Supported	Vesicles
GPR108	Supported	Golgi apparatus
FOSB	Supported	Nucleoplasm
VASP	Supported	Cell Junctions
VASP	Supported	Focal adhesion sites
VASP	Supported	Plasma membrane
SYMPK	Supported	Nucleoplasm
SYMPK	Supported	Plasma membrane
PANK2	Supported	Cytosol
FOXA2	Supported	Nucleoplasm
GZF1	Supported	Nucleoli
GZF1	Supported	Nucleus
TMX4	Supported	Nuclear membrane
STK35	Supported	Nucleus
SNRPB	Supported	Nucleoplasm
AP5S1	Supported	Cytosol
BMP2	Supported	Vesicles
FLRT3	Supported	Plasma membrane
MKKS	Supported	Centrosome
BFSP1	Supported	Cytosol
BFSP1	Supported	Plasma membrane
SNRPB2	Supported	Nuclear speckles
MGME1	Supported	Mitochondria
ITPA	Supported	Cytosol
TCF15	Supported	Nuclear speckles
MCM8	Supported	Nucleus
FAM110A	Supported	Cytosol
FAM110A	Supported	Vesicles
CITED1	Supported	Cytosol
CITED1	Supported	Nucleoplasm
ZNF436	Supported	Nucleoplasm
MAX	Supported	Nucleoplasm
NECAB3	Supported	Golgi apparatus
EIF2S2	Supported	Endoplasmic reticulum
ERGIC3	Supported	Nucleoplasm
CEP250	Supported	Centrosome
TMEM115	Supported	Golgi apparatus
AGO3	Supported	Cytoplasmic bodies
UROD	Supported	Cytosol
UROD	Supported	Nucleoplasm
UBA2	Supported	Nucleoplasm
COX6B1	Supported	Mitochondria
THRA	Supported	Cytosol
CCR7	Supported	Mitochondria
NR1D1	Supported	Nuclear bodies
IRF3	Supported	Cytosol
PRMT1	Supported	Nucleoplasm
SBDS	Supported	Cytosol
SBDS	Supported	Nucleus
NSRP1	Supported	Nucleoplasm
AHDC1	Supported	Nucleus
ZNF384	Supported	Nucleoplasm
UXT	Supported	Microtubule organizing center
UXT	Supported	Nucleus
SIX1	Supported	Nucleoli
SIX1	Supported	Nucleus
DLGAP5	Supported	Cytosol
ZBTB1	Supported	Nuclear membrane
ZBTB1	Supported	Nucleoplasm
SGPP1	Supported	Nucleus
PLEKHG3	Supported	Cytosol
PLEKHG3	Supported	Nucleoplasm
PLEKHG3	Supported	Plasma membrane
NUP214	Supported	Focal adhesion sites
NUP214	Supported	Nucleus
NUP214	Supported	Vesicles
CPSF3L	Supported	Cytosol
CPSF3L	Supported	Nucleoplasm
MASP1	Supported	Cytosol
MASP1	Supported	Nucleoplasm
DYRK2	Supported	Cytosol
DYRK2	Supported	Nucleoplasm
AUNIP	Supported	Centrosome
UBR4	Supported	Cytosol
UBR4	Supported	Nucleoplasm
HP1BP3	Supported	Nuclear speckles
PKMYT1	Supported	Golgi apparatus
MACF1	Supported	Actin filaments
MACF1	Supported	Cell Junctions
MACF1	Supported	Plasma membrane
SMARCA4	Supported	Nucleoplasm
KDM4B	Supported	Nucleus
METTL16	Supported	Nucleoplasm
VIL1	Supported	Plasma membrane
AAMP	Supported	Microtubules
RNF6	Supported	Nuclear membrane
AKAP9	Supported	Centrosome
STEAP4	Supported	Golgi apparatus
GNAI1	Supported	Centrosome
PEX1	Supported	Peroxisomes
MTERF1	Supported	Mitochondria
KDR	Supported	Plasma membrane
ATF4	Supported	Cytosol
ATF4	Supported	Microtubule organizing center
A4GALT	Supported	Mitochondria
CDC42EP1	Supported	Actin filaments
TST	Supported	Mitochondria
KRT17	Supported	Intermediate filaments
DOCK4	Supported	Cytosol
DOCK4	Supported	Plasma membrane
POT1	Supported	Nucleus
PRKRIP1	Supported	Actin filaments
PRKRIP1	Supported	Cytosol
VGF	Supported	Vesicles
PODXL	Supported	Plasma membrane
FOXP2	Supported	Nucleoplasm
STRIP2	Supported	Cytosol
FLNC	Supported	Cytosol
FLNC	Supported	Plasma membrane
CALU	Supported	Endoplasmic reticulum
FEZF1	Supported	Nucleus
HOXD1	Supported	Nucleoplasm
HOXD3	Supported	Nuclear bodies
MTX2	Supported	Mitochondria
ORMDL1	Supported	Endoplasmic reticulum
HOXD9	Supported	Nucleoli
HOXD9	Supported	Nucleus
HOXD13	Supported	Nucleus
SNRPN	Supported	Nucleoplasm
ARHGAP22	Supported	Cytosol
ARHGAP22	Supported	Nucleoplasm
ARHGAP22	Supported	Plasma membrane
MYO5C	Supported	Cytosol
MYO5C	Supported	Nucleus
ELL3	Supported	Nucleoli
ELL3	Supported	Nucleoplasm
ICE2	Supported	Nuclear bodies
ICE2	Supported	Nucleoplasm
KNSTRN	Supported	Microtubules
DUT	Supported	Nucleoplasm
CHAC1	Supported	Mitochondria
MBD4	Supported	Nuclear speckles
PALLD	Supported	Actin filaments
PALLD	Supported	Cytosol
MYOD1	Supported	Nuclear bodies
MYOD1	Supported	Nucleoplasm
E2F8	Supported	Cytosol
E2F8	Supported	Nucleoli
E2F8	Supported	Nucleus
FAM64A	Supported	Nucleoli
RPAIN	Supported	Nucleus
CD68	Supported	Vesicles
FXR2	Supported	Cytosol
MPDU1	Supported	Endoplasmic reticulum
MPDU1	Supported	Mitochondria
PUS7L	Supported	Nuclear speckles
ILF3	Supported	Nucleoli
ILF3	Supported	Nucleoplasm
AP1M2	Supported	Vesicles
CDKN2D	Supported	Cytosol
CDKN2D	Supported	Nucleoplasm
MTUS1	Supported	Nucleoli
FOXA1	Supported	Nucleoli fibrillar center
FOXA1	Supported	Nucleoplasm
SNX6	Supported	Endosomes
SNX6	Supported	Lysosomes
EAPP	Supported	Cytosol
EAPP	Supported	Nucleus
MIS18BP1	Supported	Nucleoli
NRL	Supported	Nucleoplasm
NEDD8	Supported	Nucleoplasm
TEP1	Supported	Nucleoplasm
TEP1	Supported	Vesicles
FGF13	Supported	Cytosol
ASH2L	Supported	Nucleoplasm
ASH2L	Supported	Plasma membrane
CDH15	Supported	Cytosol
CDH15	Supported	Golgi apparatus
KLF16	Supported	Nucleus
TMEM8A	Supported	Nucleoplasm
MAU2	Supported	Nucleoplasm
PHF10	Supported	Nucleus
GNL3L	Supported	Nucleoli
DOCK6	Supported	Cytosol
ECSIT	Supported	Cytosol
ECSIT	Supported	Nucleoplasm
SAFB2	Supported	Nuclear bodies
SAFB2	Supported	Nucleoplasm
GTPBP3	Supported	Mitochondria
BST2	Supported	Cytosol
BST2	Supported	Golgi apparatus
BST2	Supported	Plasma membrane
PGLS	Supported	Cytosol
PGLS	Supported	Nucleoplasm
MLLT1	Supported	Nucleoplasm
MLLT4	Supported	Nucleoplasm
ACTN4	Supported	Cytosol
ACTN4	Supported	Nuclear bodies
NDUFA10	Supported	Mitochondria
ARPC1B	Supported	Cytosol
ARPC1B	Supported	Vesicles
SCO2	Supported	Mitochondria
GDF15	Supported	Golgi apparatus
JUND	Supported	Nucleus
TRPM4	Supported	Plasma membrane
CRB3	Supported	Cell Junctions
CAMSAP1	Supported	Mitotic spindle
UBAC1	Supported	Cytosol
LSP1	Supported	Plasma membrane
ATXN10	Supported	Cytosol
TUBGCP2	Supported	Centrosome
PAK4	Supported	Cell Junctions
PAK4	Supported	Plasma membrane
CEP85	Supported	Cytosol
CEP85	Supported	Nucleoli
TAF4	Supported	Nucleoplasm
LAMA5	Supported	Vesicles
ADRM1	Supported	Cytosol
ADRM1	Supported	Nucleoplasm
EXOSC2	Supported	Nucleoli
EXOSC2	Supported	Nucleus
FIBCD1	Supported	Cell Junctions
UBE2M	Supported	Nucleus
LRRC47	Supported	Nucleoli fibrillar center
CLIP1	Supported	Cytosol
CLIP1	Supported	Microtubule ends
DKC1	Supported	Nucleoli fibrillar center
DKC1	Supported	Nucleus
PLXNA3	Supported	Cell Junctions
PLXNA3	Supported	Plasma membrane
CASZ1	Supported	Nucleoplasm
HABP4	Supported	Cytosol
HABP4	Supported	Nucleoplasm
PPIL4	Supported	Nucleoplasm
ULBP2	Supported	Plasma membrane
AKAP12	Supported	Cytosol
AKAP12	Supported	Plasma membrane
SYNE1	Supported	Nuclear membrane
SYNE1	Supported	Nucleoplasm
EPS8L1	Supported	Cytosol
RBM39	Supported	Nuclear speckles
ACSS2	Supported	Cytosol
ARHGEF9	Supported	Cytosol
GFAP	Supported	Intermediate filaments
COX4I1	Supported	Mitochondria
EMC8	Supported	Cytosol
GINS2	Supported	Nucleoplasm
NFATC1	Supported	Nuclear bodies
NFATC1	Supported	Nucleoplasm
CAP1	Supported	Cytosol
RAB11FIP4	Supported	Vesicles
RLIM	Supported	Nucleoplasm
ABCB7	Supported	Mitochondria
SH3BP5	Supported	Nuclear bodies
SH3BP5	Supported	Nucleoplasm
HACL1	Supported	Vesicles
TBC1D5	Supported	Vesicles
CAPN7	Supported	Nuclear bodies
CAPN7	Supported	Nucleoplasm
GFPT2	Supported	Vesicles
PSMC3IP	Supported	Nucleoplasm
ACLY	Supported	Cytosol
ACLY	Supported	Nucleoplasm
ACLY	Supported	Plasma membrane
EXOC4	Supported	Nucleoli
EXOC4	Supported	Nucleus
THOC6	Supported	Nuclear speckles
THOC6	Supported	Nucleoplasm
TRAF7	Supported	Vesicles
WDR44	Supported	Golgi apparatus
RARA	Supported	Cytosol
RARA	Supported	Nucleus
KHDRBS3	Supported	Nucleoplasm
CHD1L	Supported	Nucleoplasm
FMO5	Supported	Endoplasmic reticulum
PIAS3	Supported	Nucleoplasm
PDHA1	Supported	Mitochondria
THAP1	Supported	Nucleus
FAAP24	Supported	Nucleoplasm
GCH1	Supported	Cytosol
GCH1	Supported	Nuclear membrane
GCH1	Supported	Nucleoplasm
LGALS3	Supported	Cytosol
LGALS3	Supported	Nucleoplasm
RFX1	Supported	Nucleoplasm
CC2D1A	Supported	Cytosol
DHX30	Supported	Cytosol
DHX30	Supported	Mitochondria
TRIM5	Supported	Cytosol
TRIM22	Supported	Nuclear bodies
TRIM22	Supported	Nucleoplasm
RRP8	Supported	Cytosol
RRP8	Supported	Nucleoli
RRP8	Supported	Nucleus
EFR3A	Supported	Cytosol
EFR3A	Supported	Plasma membrane
PRKAA1	Supported	Nuclear speckles
RAP1GAP2	Supported	Cytosol
CLUH	Supported	Vesicles
MYBBP1A	Supported	Nucleoli
MYBBP1A	Supported	Vesicles
TBC1D14	Supported	Golgi apparatus
TBC1D14	Supported	Vesicles
PNISR	Supported	Nuclear speckles
LANCL2	Supported	Cytosol
LANCL2	Supported	Nucleus
ANKRD17	Supported	Nucleus
ITGB4	Supported	Cell Junctions
ITGB4	Supported	Plasma membrane
UNK	Supported	Cytoplasmic bodies
UNK	Supported	Cytosol
TRIM47	Supported	Cytosol
GPS2	Supported	Nucleoplasm
XAF1	Supported	Mitochondria
PRMT7	Supported	Nucleoplasm
NIP7	Supported	Nucleoli
NIP7	Supported	Nucleus
TERF2	Supported	Nuclear bodies
VPS4A	Supported	Midbody
MTSS1L	Supported	Focal adhesion sites
BTBD3	Supported	Vesicles
PCNA	Supported	Nuclear bodies
PCNA	Supported	Nucleoplasm
NXT1	Supported	Cytosol
NXT1	Supported	Nucleoplasm
DAP3	Supported	Mitochondria
MTL5	Supported	Nucleoplasm
MMACHC	Supported	Nucleoplasm
MUTYH	Supported	Nucleus
LPIN3	Supported	Cytosol
RBM38	Supported	Cytosol
RBM38	Supported	Nucleoplasm
INADL	Supported	Cell Junctions
INADL	Supported	Cytosol
INADL	Supported	Microtubule organizing center
SYT4	Supported	Vesicles
ATP8A2	Supported	Plasma membrane
MTUS2	Supported	Cytokinetic bridge
MTUS2	Supported	Microtubules
XPO4	Supported	Cytosol
XPO4	Supported	Nucleoplasm
TPTE2	Supported	Endoplasmic reticulum
POMP	Supported	Nuclear speckles
CHRM3	Supported	Plasma membrane
MPRIP	Supported	Actin filaments
POSTN	Supported	Golgi apparatus
TPT1	Supported	Cytosol
RFC3	Supported	Nucleoplasm
EPHB2	Supported	Plasma membrane
CNDP2	Supported	Cytosol
MACROD1	Supported	Nucleoplasm
WDR74	Supported	Nucleoli
RTN3	Supported	Endoplasmic reticulum
FOPNL	Supported	Centrosome
MED10	Supported	Nucleoplasm
PDZD2	Supported	Cytosol
MORC2	Supported	Cytosol
MORC2	Supported	Nucleus
GSTT2B	Supported	Cytosol
MYO18B	Supported	Centrosome
MYO18B	Supported	Nucleoplasm
IPO8	Supported	Nucleus
LARS	Supported	Cytosol
E2F5	Supported	Nucleoli
E2F5	Supported	Nucleus
ARNTL	Supported	Nucleoplasm
SARAF	Supported	Endoplasmic reticulum
DUSP26	Supported	Nucleus
DPF2	Supported	Nucleoplasm
MEN1	Supported	Cytosol
MEN1	Supported	Nucleoplasm
